date,close,open,high,low,volume
2026-06-02,16.149999618530273,16.56999969482422,16.75,15.829999923706056,72847500.0
2026-06-03,15.710000038146973,16.010000228881836,16.200000762939453,15.630000114440918,59298500.0
2026-06-04,15.34000015258789,15.890000343322754,15.890000343322754,15.220000267028809,50079400.0
2026-06-05,14.899999618530272,15.229999542236328,15.260000228881836,14.68000030517578,65372100.0
2026-06-08,15.0,14.989999771118164,15.1899995803833,14.90999984741211,33038300.0
2026-06-09,14.949999809265137,15.104999542236328,15.390000343322754,14.489999771118164,42022797.0
2026-06-10,14.300000190734863,14.84000015258789,14.84000015258789,14.229999542236328,48932864.0
2026-06-11,14.710000038146973,14.300000190734863,14.779999732971191,14.100000381469728,39399512.0
2026-06-12,14.84000015258789,14.75,15.0,14.609999656677246,32674117.0
2026-06-15,14.770000457763672,15.220000267028809,15.479999542236328,14.734999656677246,48389671.0
2026-06-16,14.40999984741211,14.789999961853027,14.850000381469728,14.40999984741211,40839806.0
2026-06-17,13.960000038146973,14.43000030517578,14.479999542236328,13.93000030517578,36281596.0
2026-06-18,14.0600004196167,14.119999885559082,14.130000114440918,13.720000267028809,88662416.0
2026-06-22,14.109999656677246,14.100000381469728,14.5600004196167,13.949999809265137,66546226.0
2026-06-23,14.0,13.835000038146973,14.215100288391112,13.739999771118164,57855214.0
2026-06-24,13.84000015258789,14.029999732971191,14.109999656677246,13.75,51231234.0
2026-06-25,14.109999656677246,13.916000366210938,14.359999656677246,13.895000457763672,53559586.0
2026-06-26,14.130000114440918,13.970000267028809,14.479999542236328,13.979999542236328,59506552.0
2026-06-29,14.020000457763672,14.09000015258789,14.25,13.960000038146973,39292641.0
2026-06-30,13.899999618530272,14.020000457763672,14.1850004196167,13.789999961853027,47162124.0
2026-07-01,13.640000343322754,13.850000381469728,13.880000114440918,13.545000076293944,37227139.0
2026-07-02,13.359999656677246,13.81999969482422,14.0,13.225000381469728,42338452.0
2026-07-06,13.829999923706056,13.510000228881836,13.895000457763672,13.43000030517578,48335663.0
2026-07-07,13.5600004196167,13.75,13.800000190734863,13.550000190734863,38902077.0
2026-07-08,13.5,13.380000114440918,13.56999969482422,13.239999771118164,37544536.0
2026-07-09,13.609999656677246,13.59000015258789,13.744999885559082,13.4350004196167,34564273.0
2026-07-10,14.0,13.626999855041504,14.100000381469728,13.626999855041504,41519715.0
2026-07-13,13.850000381469728,13.989999771118164,14.220000267028809,13.81999969482422,46661162.0
2026-07-14,13.9399995803833,14.0,14.029999732971191,13.760000228881836,38779051.0
2026-07-15,14.18000030517578,14.039999961853027,14.375,13.970000267028809,50806443.0
2026-07-16,14.1899995803833,14.199999809265137,14.265000343322754,14.0,28791124.0
2026-07-17,14.229999542236328,14.039999961853027,14.5,13.850000381469728,40983666.0
2026-07-20,13.989999771118164,14.300000190734863,14.289999961853027,13.9399995803833,39757337.0
2026-07-21,14.270000457763672,14.149999618530272,14.420000076293944,14.029999732971191,45274967.0
2026-07-22,14.420000076293944,14.270000457763672,14.699999809265137,14.270000457763672,61830715.0
2026-07-23,14.149999618530272,14.210000038146973,14.279999732971191,14.020000457763672,65183038.0
2026-07-24,14.369999885559082,14.170000076293944,14.545000076293944,14.135000228881836,73012077.0
2026-07-27,14.68000030517578,14.8100004196167,14.869999885559082,14.34000015258789,54600033.0
2026-07-28,14.960000038146973,14.760000228881836,15.020000457763672,14.65999984741211,74031557.0
2026-07-29,15.279999732971191,15.56999969482422,16.290000915527344,15.15999984741211,97775130.0
2026-07-30,14.859999656677246,15.34000015258789,15.34000015258789,14.635000228881836,50311407.0
2026-07-31,14.68000030517578,14.960000038146973,15.029999732971191,14.40999984741211,46174682.0
2026-08-03,14.43000030517578,14.90999984741211,15.050000190734863,14.43000030517578,33657471.0
2026-08-04,14.239999771118164,14.489999771118164,14.470000267028809,13.979999542236328,52614692.0
2026-08-05,14.130000114440918,14.329999923706056,14.484999656677246,14.130000114440918,36430932.0
2026-08-07,13.789999961853027,14.149999618530272,14.15999984741211,13.75,53950275.0
2026-08-10,14.0,13.9399995803833,14.06999969482422,13.760000228881836,35502837.0
2026-08-11,13.979999542236328,13.885000228881836,14.18000030517578,13.84000015258789,36337303.0
2026-08-12,13.829999923706056,14.029999732971191,14.079999923706056,13.789999961853027,29971543.0
2026-08-13,13.890000343322754,13.86299991607666,14.010000228881836,13.81999969482422,22124260.0
2026-08-14,14.369999885559082,13.970000267028809,14.4399995803833,13.93000030517578,45763892.0
2026-08-17,14.050000190734863,14.260000228881836,14.260000228881836,14.0,27863054.0
2026-08-18,13.93000030517578,14.050000190734863,14.050000190734863,13.859999656677246,25787854.0
2026-08-19,14.5,14.050000190734863,14.5,14.050000190734863,45359350.0
2026-08-20,13.989999771118164,14.289999961853027,14.300000190734863,13.81999969482422,40887693.0
2026-08-21,14.40999984741211,14.125,14.545000076293944,14.125,39160635.0
2026-08-24,13.93000030517578,14.390000343322754,14.399999618530272,13.779999732971191,53243732.0
