date,close,open,high,low,volume
2026-06-04,146.77000427246094,145.27000427246094,147.83999633789062,141.82000732421875,5617573.0
2026-06-05,138.80999755859375,143.25,144.96910095214844,138.1999969482422,7163597.0
2026-06-08,143.60000610351562,144.02499389648438,145.9499969482422,141.85499572753906,7505658.0
