date,close,open,high,low,volume
2026-07-07,94.56999969482422,94.43000030517578,96.48999786376952,91.81999969482422,4719583.0
2026-07-08,93.4000015258789,92.80999755859376,94.11000061035156,92.19000244140624,3317913.0
2026-07-09,95.27999877929688,94.81600189208984,96.71499633789062,93.9250030517578,2544362.0
2026-07-10,94.08999633789062,96.52999877929688,97.39990234375,93.58999633789062,2398714.0
2026-07-13,93.55999755859376,93.0999984741211,94.8000030517578,92.40499877929688,3234279.0
2026-07-14,95.61000061035156,94.16000366210938,96.3499984741211,94.1500015258789,3000480.0
2026-07-15,97.41000366210938,96.88999938964844,97.76000213623048,95.56999969482422,3478152.0
2026-07-16,92.20999908447266,96.1999969482422,96.72000122070312,91.58000183105467,3851538.0
2026-07-17,90.52999877929688,89.5999984741211,92.02999877929688,87.87000274658203,4382800.0
2026-07-20,91.68000030517578,91.80999755859376,93.45999908447266,91.30999755859376,3624856.0
2026-07-21,94.41999816894533,93.48999786376952,95.5500030517578,93.29000091552734,4703786.0
