date,close,open,high,low,volume
2026-08-10,183.69000244140625,182.3300018310547,183.94500732421875,180.5599975585937,538234.0
2026-08-11,178.33999633789062,183.17999267578125,186.9499969482422,177.91000366210938,1104525.0
