date,close,open,high,low,volume
2026-07-14,117.08999633789062,119.63999938964844,120.05999755859376,116.55999755859376,21343966.0
2026-07-15,111.7699966430664,117.1999969482422,117.5,110.21620178222656,22674006.0
2026-07-16,109.66000366210938,110.22000122070312,111.23999786376952,107.54000091552734,24650071.0
2026-07-17,111.94000244140624,109.0500030517578,113.2300033569336,108.91000366210938,28437113.0
2026-07-20,110.6999969482422,112.12999725341795,113.2249984741211,110.6500015258789,15614148.0
2026-07-21,112.18000030517578,112.7300033569336,113.1750030517578,110.93000030517578,15011947.0
2026-07-22,112.20999908447266,111.36000061035156,113.76499938964844,111.36000061035156,12190364.0
2026-07-23,112.76000213623048,112.06500244140624,113.9000015258789,111.83000183105467,15160176.0
2026-07-24,114.16999816894533,112.38500213623048,114.56999969482422,112.19940185546876,18398153.0
2026-07-27,114.56999969482422,115.15499877929688,115.37999725341795,112.73500061035156,15649218.0
2026-07-28,115.58000183105467,114.0,117.06999969482422,111.7301025390625,27161941.0
2026-07-29,112.4800033569336,117.0199966430664,117.27999877929688,112.34500122070312,22670696.0
2026-07-30,113.55999755859376,112.68499755859376,114.3249969482422,111.65760040283205,20836542.0
