date,close,open,high,low,volume
2026-06-04,88.33999633789062,89.22000122070312,90.37000274658205,88.25,1976295.0
2026-06-05,91.19000244140624,89.30000305175781,91.48500061035156,89.25,2106631.0
2026-06-08,89.61000061035156,90.1999969482422,90.7656021118164,89.58000183105469,1804201.0
2026-06-09,90.41000366210938,89.72000122070312,91.0250015258789,89.51000213623047,3332957.0
2026-06-10,91.30999755859376,91.43000030517578,92.23999786376952,90.37999725341795,2489946.0
2026-06-11,91.12999725341795,91.76000213623048,92.3499984741211,91.04000091552734,1759072.0
2026-06-12,91.66000366210938,91.18000030517578,91.80999755859376,90.24009704589844,1948065.0
2026-06-15,91.5,91.5999984741211,91.88999938964844,91.01499938964844,1516176.0
2026-06-16,92.58000183105467,92.12999725341795,93.41000366210938,91.9000015258789,1823456.0
2026-06-17,92.37000274658205,91.6999969482422,93.06999969482422,91.6999969482422,2043733.0
